Park,Year,Front-country_pct,Backcountry_pct
Shenandoah,2020,11.02795774,3.175065191
Shenandoah,2021,16.63091153,4.3222685
Shenandoah,2022,15.29835093,4.673842545
Theodore Roosevelt,2002,4.867766159,0.227334901
Theodore Roosevelt,2003,4.709205682,0.241691227
Theodore Roosevelt,2004,4.48640824,0.158031476
Theodore Roosevelt,2005,4.448517634,0.128548778
Theodore Roosevelt,2006,4.238800622,0.254961997
Theodore Roosevelt,2007,4.161081763,0.105127599
Theodore Roosevelt,2008,3.552217088,0.114743694
Theodore Roosevelt,2009,4.235783605,0.135962162
Theodore Roosevelt,2010,4.189833074,0.117355086
Theodore Roosevelt,2011,3.58018271,0.136313535
Theodore Roosevelt,2012,3.939084076,0.139098126
Theodore Roosevelt,2013,4.996606065,0.154286448
Theodore Roosevelt,2014,4.78519604,0.151720934
Theodore Roosevelt,2015,4.995922646,0.091201707
Theodore Roosevelt,2016,4.319652995,0.030774129
Theodore Roosevelt,2017,4.586562486,0.082909253
Theodore Roosevelt,2018,4.395847817,0.081933415
Theodore Roosevelt,2019,5.405272548,0.106266392
Theodore Roosevelt,2020,0.13277635,0.46997749
Theodore Roosevelt,2021,4.753010043,0.132397922
Theodore Roosevelt,2022,5.348156589,0.098402971
Virgin Islands,2002,10.3989364,0
Virgin Islands,2003,5.540227899,0
Virgin Islands,2004,5.307778576,0
Virgin Islands,2005,5.292887029,0
Virgin Islands,2006,7.887179623,0
Virgin Islands,2007,7.036973513,0
Virgin Islands,2008,9.353906113,0
Virgin Islands,2009,9.352478195,0
Virgin Islands,2010,7.59751721,0
Virgin Islands,2011,7.657307409,0
Virgin Islands,2012,6.3358995,0
Virgin Islands,2013,6.447317722,0
Virgin Islands,2014,7.696109432,0
Virgin Islands,2015,7.037630141,0
Virgin Islands,2016,7.30679749,0
Virgin Islands,2017,2.366889175,0
Virgin Islands,2018,0,0
Virgin Islands,2019,0,0
Virgin Islands,2020,0,0
Virgin Islands,2021,0,0
Virgin Islands,2022,1.621330406,0
Voyageurs,2002,0.532685212,7.446679008
Voyageurs,2003,0.528538067,7.538284856
Voyageurs,2004,1.729434109,7.255431837
Voyageurs,2005,1.437907382,8.080502351
Voyageurs,2006,1.812183288,8.203989218
Voyageurs,2007,1.622025833,8.274189893
Voyageurs,2008,1.892276102,8.405803642
Voyageurs,2009,1.747973511,7.991763664
Voyageurs,2010,1.447077683,14.00601045
Voyageurs,2011,2.502483294,12.36849828
Voyageurs,2012,1.892096946,13.42248454
Voyageurs,2013,1.549766485,9.343587986
Voyageurs,2014,1.364776719,13.35549423
Voyageurs,2015,1.356619236,21.17467364
Voyageurs,2016,1.646466484,19.2016105
Voyageurs,2017,1.610958904,22.56649104
Voyageurs,2018,1.555562974,24.82683513
Voyageurs,2019,1.599749328,19.427919
Voyageurs,2020,0.794401937,25.57176034
Voyageurs,2021,1.52813094,30.44741238
Voyageurs,2022,1.305580895,19.6744854
White Sands,2002,0,0.379586503
White Sands,2003,0,0.416456643
White Sands,2004,0,0.389348149
White Sands,2005,0,0.368966826
White Sands,2006,0,0.237681067
White Sands,2007,0,0.217370413
White Sands,2008,0,0.303299119
White Sands,2009,0,0.371630441
White Sands,2010,0,0.384565564
White Sands,2011,0,0.509414255
White Sands,2012,0,0.507840004
White Sands,2013,0,0.465605532
White Sands,2014,0,0.414366835
White Sands,2015,0,0.706725145
White Sands,2016,0,0.77924695
White Sands,2017,0,0.858657105
White Sands,2018,0,0.684070526
White Sands,2019,0,0.696961982
White Sands,2020,0,0.194519275
White Sands,2021,0,0
White Sands,2022,0,0
Wind Cave,2002,1.056031238,0.042823751
Wind Cave,2003,0.986767975,0.021163004
Wind Cave,2004,1.187114504,0.038728558
Wind Cave,2005,0.958401771,0.028735726
Wind Cave,2006,0.86253424,0.030623519
Wind Cave,2007,0.95679739,0.027853398
Wind Cave,2008,1.101610825,0.017438829
Wind Cave,2009,0.330006056,0.027727313
Wind Cave,2010,0.514085813,0.051287294
Wind Cave,2011,0.520993919,0.046248658
Wind Cave,2012,1.201890819,0.042715415
Wind Cave,2013,2.030061495,0.042430184
Wind Cave,2014,1.558986659,0.040217761
Wind Cave,2015,1.016664543,0.029238906
Wind Cave,2016,1.375820609,0.079853963
Wind Cave,2017,1.752956814,0.072912163
Wind Cave,2018,1.294490986,0.066575563
Wind Cave,2019,1.19395466,0.059965873
Wind Cave,2020,1.18486636,0.089874109
Wind Cave,2021,1.584906086,0.066713587
Wind Cave,2022,1.711012845,0.071614605
Wrangell-St. Elias,2002,0,0
Wrangell-St. Elias,2003,0,0
Wrangell-St. Elias,2004,0,0
Wrangell-St. Elias,2005,0,0
Wrangell-St. Elias,2006,0,0
Wrangell-St. Elias,2007,0,0
Wrangell-St. Elias,2008,0,0
Wrangell-St. Elias,2009,0,0
Wrangell-St. Elias,2010,0,0
Wrangell-St. Elias,2011,0,0
Wrangell-St. Elias,2012,0,0
Wrangell-St. Elias,2013,0,0
Wrangell-St. Elias,2014,0,0
Wrangell-St. Elias,2015,0,0
Wrangell-St. Elias,2016,0,0
Wrangell-St. Elias,2017,0,0
Wrangell-St. Elias,2018,0,0
Wrangell-St. Elias,2019,0,0
Wrangell-St. Elias,2020,0,0
Wrangell-St. Elias,2021,0,1.155631712
Wrangell-St. Elias,2022,0,0.29891471
Yellowstone,2002,41.23114245,1.468955774
Yellowstone,2003,39.42819292,1.526375492
Yellowstone,2004,40.30928241,1.334231886
Yellowstone,2005,40.34981738,1.198102305
Yellowstone,2006,37.99794098,1.298681843
Yellowstone,2007,39.21464595,1.2071044
Yellowstone,2008,37.19629033,1.291438671
Yellowstone,2009,37.09622549,1.20587997
Yellowstone,2010,34.21207988,1.237437108
Yellowstone,2011,36.20427148,1.098656994
Yellowstone,2012,37.6480286,1.17352611
Yellowstone,2013,40.19394422,1.274235186
Yellowstone,2014,35.96137054,1.173849091
Yellowstone,2015,32.01539396,1.095685151
Yellowstone,2016,31.31006768,1.049122458
Yellowstone,2017,33.77441745,1.053753118
Yellowstone,2018,34.32162819,1.020121507
Yellowstone,2019,32.07740341,0.951076142
Yellowstone,2020,15.61196078,1.034178545
Yellowstone,2021,19.90670423,0.892033771
Yellowstone,2022,29.22715107,1.05639646
Yosemite,2002,46.14867275,3.7189752
Yosemite,2003,46.37022208,2.535736019
Yosemite,2004,45.90999268,2.507199982
Yosemite,2005,44.49839353,2.142854549
Yosemite,2006,44.90129043,2.507367445
Yosemite,2007,42.23449148,2.185744933
Yosemite,2008,44.36243011,4.002023597
Yosemite,2009,40.35500467,4.23369058
Yosemite,2010,39.85332987,3.20745741
Yosemite,2011,37.89845758,2.617304834
Yosemite,2012,39.71631316,4.380101334
Yosemite,2013,38.63487422,4.669305923
Yosemite,2014,38.0981816,4.902306213
Yosemite,2015,43.64810322,5.107347399
Yosemite,2016,32.02949451,4.31486768
Yosemite,2017,36.36350011,3.862376034
Yosemite,2018,31.64632133,3.107095362
Yosemite,2019,30.83538009,3.517587372
Yosemite,2020,16.08561076,6.337749684
Yosemite,2021,26.99447468,5.318142898
Yosemite,2022,33.11464056,3.884255157
Zion,2002,7.914269569,1.109604655
Zion,2003,9.34080638,1.072396526
Zion,2004,8.758462684,0.860069427
Zion,2005,9.124567735,0.796508245
Zion,2006,8.978830311,1.130660019
Zion,2007,9.056324867,1.032860281
Zion,2008,9.199622029,1.328771513
Zion,2009,8.954223182,1.532973947
Zion,2010,9.259587122,1.370757082
Zion,2011,8.931500741,1.427850951
Zion,2012,8.997994691,1.645543611
Zion,2013,9.417903552,1.935465256
Zion,2014,8.961543671,0.729129046
Zion,2015,7.952212837,0.675693082
Zion,2016,6.859541057,0.657675547
Zion,2017,6.612617796,0.565395404
Zion,2018,6.749855846,0.531570013
Zion,2019,6.230332057,0.408175269
Zion,2020,4.787714821,0.136609663
Zion,2021,5.637148835,0.299037568
Zion,2022,6.055322875,0.221101407
